municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
ROLANTE,3,4,0,0,0,2,0,0,0,0,26,0,6,2011
"RONDA ALTA",2,5,0,0,0,0,0,0,0,0,2,0,3,2011
RONDINHA,0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"ROQUE GONZALES",1,1,0,0,0,0,0,0,0,0,0,0,0,2011
"ROSARIO DO SUL",5,12,0,0,0,0,0,0,0,0,25,0,18,2011
"SAGRADA FAMILIA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SALDANHA MARINHO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"SALTO DO JACUI",1,5,0,0,0,0,0,0,0,0,4,0,12,2011
"SALVADOR DAS MISSOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SALVADOR DO SUL",0,1,0,0,0,1,0,0,0,0,1,0,0,2011
SANANDUVA,0,8,0,0,0,2,0,0,0,0,1,0,3,2011
"SANTA BARBARA DO SUL",0,3,0,0,0,0,0,0,0,0,1,0,0,2011
"SANTA CECILIA DO SUL",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTA CLARA DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTA CRUZ DO SUL",7,252,0,0,0,13,0,0,0,0,112,0,78,2011
"SANTA MARGARIDA DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTA MARIA",23,306,0,0,0,43,0,0,0,0,361,0,160,2011
"SANTA MARIA DO HERVAL",0,1,0,0,0,0,0,0,0,0,1,0,0,2011
"SANTA ROSA",3,55,0,0,0,2,0,0,0,0,88,0,45,2011
"SANTA TEREZA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTA VITORIA DO PALMAR",1,15,0,0,0,1,0,0,0,0,16,0,4,2011
"SANTANA DA BOA VISTA",0,2,0,0,0,1,0,0,0,0,0,0,0,2011
"SANTANA DO LIVRAMENTO",5,106,0,0,0,10,0,0,0,0,35,0,30,2011
SANTIAGO,2,11,0,0,0,2,0,0,0,0,23,0,24,2011
"SANTO ANGELO",3,55,0,0,0,1,0,0,0,0,44,0,21,2011
"SANTO ANTONIO DA PATRULHA",2,16,0,0,0,5,0,0,0,0,19,0,19,2011
"SANTO ANTONIO DAS MISSOES",2,0,0,0,0,0,0,0,0,0,3,0,2,2011
"SANTO ANTONIO DO PALMA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTO ANTONIO DO PLANALTO",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SANTO AUGUSTO",0,4,0,0,0,0,0,0,0,0,6,0,6,2011
"SANTO CRISTO",0,4,0,0,0,0,0,0,0,0,7,0,1,2011
"SANTO EXPEDITO DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO BORJA",9,29,0,0,0,2,0,0,0,0,47,0,90,2011
"SAO DOMINGOS DO SUL",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"SAO FRANCISCO DE ASSIS",0,1,0,0,0,0,0,0,0,0,3,0,3,2011
"SAO FRANCISCO DE PAULA",3,5,0,0,0,9,0,0,0,0,6,0,6,2011
"SAO GABRIEL",3,14,0,0,0,0,0,0,0,0,41,0,19,2011
"SAO JERONIMO",0,8,0,0,0,3,0,0,0,0,20,0,49,2011
"SAO JOAO DA URTIGA",1,1,0,0,0,1,0,0,0,0,0,0,0,2011
"SAO JOAO DO POLESINE",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO JORGE",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO JOSE DAS MISSOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO JOSE DO HERVAL",0,0,0,0,0,1,0,0,0,0,0,0,0,2011
"SAO JOSE DO HORTENCIO",0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"SAO JOSE DO INHACORA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO JOSE DO NORTE",1,3,0,0,0,0,0,0,0,0,16,0,9,2011
"SAO JOSE DO OURO",0,0,0,0,0,0,0,0,0,0,0,0,2,2011
"SAO JOSE DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO JOSE DOS AUSENTES",0,1,0,0,0,0,0,0,0,0,1,0,0,2011
"SAO LEOPOLDO",46,442,0,0,0,287,0,0,0,0,314,0,147,2011
"SAO LOURENCO DO SUL",1,10,0,0,0,3,0,0,0,0,17,0,15,2011
"SAO LUIZ GONZAGA",6,12,0,0,0,4,0,0,0,0,16,0,31,2011
"SAO MARCOS",0,9,0,0,0,0,0,0,0,0,10,0,13,2011
"SAO MARTINHO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO MARTINHO DA SERRA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO MIGUEL DAS MISSOES",1,2,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO NICOLAU",0,2,0,0,0,1,0,0,0,0,1,0,1,2011
"SAO PAULO DAS MISSOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO PEDRO DA SERRA",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"SAO PEDRO DAS MISSOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO PEDRO DO BUTIA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO PEDRO DO SUL",0,5,0,0,0,0,0,0,0,0,2,0,3,2011
"SAO SEBASTIAO DO CAI",0,6,0,0,0,7,0,0,0,0,17,0,23,2011
"SAO SEPE",2,5,0,0,0,1,0,0,0,0,10,0,14,2011
"SAO VALENTIM",0,1,0,0,0,0,0,0,0,0,2,0,0,2011
"SAO VALENTIM DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO VALERIO DO SUL",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO VENDELINO",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
"SAO VICENTE DO SUL",1,5,0,0,0,0,0,0,0,0,1,0,5,2011
SAPIRANGA,5,110,0,0,0,27,0,0,0,0,111,0,22,2011
"SAPUCAIA DO SUL",23,280,0,0,0,170,0,0,0,0,185,0,120,2011
SARANDI,1,3,0,0,0,0,0,0,0,0,9,0,9,2011
SEBERI,2,5,0,0,0,0,0,0,0,0,1,0,5,2011
"SEDE NOVA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
SEGREDO,0,6,0,0,0,1,0,0,0,0,0,0,0,2011
SELBACH,0,6,0,0,0,1,0,0,0,0,2,0,0,2011
"SENADOR SALGADO FILHO",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SENTINELA DO SUL",0,5,0,0,0,0,0,0,0,0,1,0,2,2011
"SERAFINA CORREA",0,5,0,0,0,0,0,0,0,0,12,0,5,2011
SERIO,0,0,0,0,0,0,0,0,0,0,1,0,1,2011
SERTAO,1,0,0,0,0,0,0,0,0,0,1,0,1,2011
"SERTAO SANTANA",0,3,0,0,0,1,0,0,0,0,0,0,0,2011
"SETE DE SETEMBRO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"SEVERIANO DE ALMEIDA",0,3,0,0,0,0,0,0,0,0,0,0,0,2011
"SILVEIRA MARTINS",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
SINIMBU,0,4,0,0,0,1,0,0,0,0,0,0,0,2011
SOBRADINHO,0,6,0,0,0,1,0,0,0,0,15,0,8,2011
SOLEDADE,5,20,0,0,0,1,0,0,0,0,36,0,13,2011
TABAI,0,1,0,0,0,2,0,0,0,0,2,0,0,2011
TAPEJARA,0,21,0,0,0,3,0,0,0,0,9,0,20,2011
TAPERA,1,7,0,0,0,2,0,0,0,0,8,0,8,2011
TAPES,1,3,0,0,0,1,0,0,0,0,6,0,6,2011
TAQUARA,2,73,0,0,0,24,0,0,0,0,52,0,27,2011
TAQUARI,0,16,0,0,0,3,0,0,0,0,17,0,7,2011
"TAQUARUCU DO SUL",0,0,0,0,0,1,0,0,0,0,0,0,1,2011
TAVARES,0,0,0,0,0,0,0,0,0,0,3,0,6,2011
"TENENTE PORTELA",0,25,0,0,0,0,0,0,0,0,12,0,1,2011
"TERRA DE AREIA",0,10,0,0,0,3,0,0,0,0,4,0,3,2011
TEUTONIA,0,6,0,0,0,1,0,0,0,0,17,0,3,2011
"TIO HUGO",0,2,0,0,0,1,0,0,0,0,0,0,0,2011
"TIRADENTES DO SUL",0,2,0,0,0,0,0,0,0,0,2,0,2,2011
TOROPI,1,1,0,0,0,0,0,0,0,0,0,0,0,2011
TORRES,4,60,0,0,0,11,0,0,0,0,134,0,57,2011
TRAMANDAI,6,73,0,0,0,11,0,0,0,0,119,0,89,2011
TRAVESSEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"TRES ARROIOS",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"TRES CACHOEIRAS",0,5,0,0,0,2,0,0,0,0,4,0,0,2011
"TRES COROAS",0,9,0,0,0,2,0,0,0,0,21,0,11,2011
"TRES DE MAIO",0,5,0,0,0,2,0,0,0,0,3,0,2,2011
"TRES FORQUILHAS",0,0,0,0,0,0,0,0,0,0,0,0,1,2011
"TRES PALMEIRAS",2,1,0,0,0,0,0,0,0,0,1,0,0,2011
"TRES PASSOS",2,7,0,0,0,0,0,0,0,0,17,0,21,2011
"TRINDADE DO SUL",0,1,0,0,0,0,0,0,0,0,1,0,0,2011
TRIUNFO,1,10,0,0,0,9,0,0,0,0,13,0,12,2011
TUCUNDUVA,0,0,0,0,0,0,0,0,0,0,5,0,1,2011
TUNAS,1,0,0,0,0,0,0,0,0,0,2,0,2,2011
"TUPANCI DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
TUPANCIRETA,1,6,0,0,0,0,0,0,0,0,5,0,9,2011
TUPANDI,0,3,0,0,0,0,0,0,0,0,0,0,0,2011
TUPARENDI,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
TURUCU,0,2,0,0,0,0,0,0,0,0,0,0,0,2011
UBIRETAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"UNIAO DA SERRA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
UNISTALDA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
URUGUAIANA,6,78,0,0,0,12,0,0,0,0,63,0,62,2011
VACARIA,9,29,0,0,0,3,0,0,0,0,48,0,58,2011
"VALE DO SOL",3,6,0,0,0,2,0,0,0,0,3,0,0,2011
"VALE REAL",0,2,0,0,0,0,0,0,0,0,2,0,3,2011
"VALE VERDE",1,0,0,0,0,0,0,0,0,0,2,0,0,2011
VANINI,0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"VENANCIO AIRES",6,31,0,0,0,21,0,0,0,0,19,0,19,2011
"VERA CRUZ",1,18,0,0,0,0,0,0,0,0,11,0,4,2011
VERANOPOLIS,4,21,0,0,0,2,0,0,0,0,6,0,8,2011
"VESPASIANO CORREA",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
VIADUTOS,0,0,0,0,0,0,0,0,0,0,2,0,0,2011
VIAMAO,55,229,0,0,0,192,0,0,0,0,339,0,166,2011
"VICENTE DUTRA",1,0,0,0,0,0,0,0,0,0,1,0,0,2011
"VICTOR GRAEFF",0,4,0,0,0,2,0,0,0,0,0,0,0,2011
"VILA FLORES",0,1,0,0,0,4,0,0,0,0,0,0,1,2011
"VILA LANGARO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"VILA MARIA",0,0,0,0,0,2,0,0,0,0,1,0,0,2011
"VILA NOVA DO SUL",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"VISTA ALEGRE",0,0,0,0,0,0,0,0,0,0,0,0,2,2011
"VISTA ALEGRE DO PRATA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"VISTA GAUCHA",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"VITORIA DAS MISSOES",0,3,0,0,0,2,0,0,0,0,0,0,0,2011
WESTFALIA,0,2,0,0,0,1,0,0,0,0,0,0,0,2011
XANGRI-LA,2,12,0,0,0,3,0,0,0,0,59,0,9,2011
